caseid,weight,MDregvote,likelyvoter,Question25_treat,Question29_30_order,Question1,Question2,Question3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,Question14,Question14_other,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22_1,Question22_2,Question22_3,Question22_4,Question22_5,Question22_6,Question22_7,Question22_8,Question22_9,Question22_99,Question23,Question24,Question25a,Question25b,Question26_1,Question26_2,Question26_3,Question26_4,Question26_5,Question26_6,Question26_7,Question26_8,Question26_9,Question26_10,Question26_19,Question26_99,Question27,Question28,Question29,Question30,urbanicity2,birthyr,gender,race,hispanic,educ,marstat,employ,ownhome,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,inputzip,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1898169512.0,0.818247686232752,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,No opinion,Somewhat favorable,Somewhat favorable,No opinion,Somewhat favorable,Foreign policy,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Never,20.0,0.0,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,95.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Not sure,Israelis,Strongly favor,Neither favor nor oppose,not asked,1941.0,Female,White,No,Post-grad,Divorced,Retired,Own,"$100,000 - $119,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21037.0,Yes,Liberal,Most of the time,Protestant,Never,No,Somewhat important,Don't know,2024-10-24T22:38:20.854,2024-10-24T22:52:17.436
1898398208.0,2.16760191258834,Yes,Almost certain,Question25a,Question30 first,Other,Other,Yes,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,No opinion,Somewhat favorable,Very favorable,No opinion,No opinion,Very favorable,Foreign policy,__NA__,Not at all enthusiastic,Abortion should be legal and generally available,Not sure/prefer not to say,About the same as a year ago,Not sure,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,not asked,2001.0,Male,White,No,2-year,Never married,Unemployed,Other,Prefer not to say,No,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Maryland,21917.0,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-10-24T22:46:54.171,2024-10-24T22:53:07.751
1898389168.0,1.93055762692466,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,No opinion,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Never heard,Never heard,Immigration,__NA__,Not too enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Rarely,50.0,50.0,not selected,selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,Yes,70.0,not asked,Four of these statements,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Somewhat oppose,Somewhat oppose,not asked,1950.0,Male,White,No,Post-grad,Never married,Full-time,Own,"$200,000 - $249,999",No,Independent,Independent,Donald Trump,Donald Trump,Maryland,21403.0,Yes,Moderate,Some of the time,Roman Catholic,Seldom,No,Not too important,A few times a month,2024-10-24T22:42:38.886,2024-10-24T22:54:33.667
1898417750.0,1.17924800709644,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Never heard,Very favorable,Very favorable,Very favorable,Somewhat favorable,Healthcare,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Occasionally,5.0,4.0,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,81.0,not asked,Four of these statements,selected,selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Strongly favor,Somewhat oppose,not asked,1970.0,Male,Hispanic,Yes,Some college,Never married,Temporarily laid off,Rent,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20895.0,Yes,Liberal,Most of the time,Roman Catholic,A few times a year,Yes,Very important,A few times a week,2024-10-24T23:01:08.080,2024-10-24T23:08:57.123
1897890364.0,0.677639280055772,Yes,Very likely,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Undecided,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,No opinion,Very unfavorable,Somewhat unfavorable,No opinion,Very unfavorable,The economy/inflation,__NA__,Very enthusiastic,Not sure,Fair,Not sure,Occasionally,don't know,don't know,not selected,selected,selected,not selected,not selected,selected,not selected,selected,not selected,not selected,No,100.0,not asked,Two of these statements,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat favor,not asked,1991.0,Female,Black,No,Post-grad,Never married,Part-time,Rent,Prefer not to say,No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20783.0,Yes,Very liberal,Most of the time,Protestant,More than once a week,Yes,Very important,Once a day,2024-10-24T22:51:02.849,2024-10-24T23:10:47.442
1897172612.0,1.06033761543519,Yes,Almost certain,Question25a,Question29 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,No opinion,Very favorable,Somewhat unfavorable,No opinion,Very unfavorable,Immigration,__NA__,Somewhat enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Occasionally,12.0,12.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,45.0,Two of these statements,not asked,not selected,not selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,not selected,not selected,They should not be paid at all,Both equally,Strongly oppose,Strongly oppose,Suburban area,1964.0,Female,White,No,High school graduate,Divorced,Full-time,Own,"$40,000 - $49,999",No,Republican,Not very strong Republican,Did not vote for President,Donald Trump,Maryland,20725.0,Yes,Moderate,Only now and then,Nothing in particular,Seldom,No,Not too important,Several times a day,2024-10-24T23:16:44.620,2024-10-24T23:22:10.736
1898295488.0,0.676489484310909,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Undecided,Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,The economy/inflation,__NA__,Not too enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Occasionally,10.0,15.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,89.0,Three of these statements,not asked,selected,selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Strongly favor,Strongly oppose,not asked,1980.0,Male,White,No,High school graduate,Divorced,Full-time,Rent,"$120,000 - $149,999",Yes,Independent,Independent,Gary Johnson,Joe Biden,Maryland,21222.0,Yes,Moderate,Most of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,2024-10-24T21:41:19.149,2024-10-24T23:25:16.728
1898260040.0,1.18924853677447,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,No opinion,No opinion,Somewhat favorable,Very unfavorable,Somewhat favorable,The economy/inflation,__NA__,Somewhat enthusiastic,Abortion should be legal and generally available,Poor,Worse off than a year ago,Rarely,2.0,2.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,90.0,not asked,Three of these statements,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Not sure,Israelis,Neither favor nor oppose,Neither favor nor oppose,Suburban area,1968.0,Male,White,No,2-year,Divorced,Permanently disabled,Own,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Donald Trump,Donald Trump,Maryland,21015.0,Yes,Moderate,Only now and then,Jewish,Never,No,Not at all important,Never,2024-10-24T23:20:39.489,2024-10-24T23:28:10.774
1897815978.0,0.79852409569816,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,No opinion,Somewhat favorable,Very favorable,No opinion,Somewhat favorable,Climate,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,29.0,10.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,50.0,not asked,Four of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Strongly favor,Neither favor nor oppose,Suburban area,1960.0,Male,Black,No,4-year,Married,Full-time,Own,"$150,000 - $199,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20735.0,Yes,Moderate,Most of the time,Protestant,Never,No,Not at all important,Seldom,2024-10-24T23:18:26.627,2024-10-24T23:30:01.786
1898441558.0,0.593692717411587,Yes,Almost certain,Question25a,Question29 first,Undecided,Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very favorable,Foreign policy,__NA__,Somewhat enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Frequently,10.0,10.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,Suburban area,1986.0,Female,White,No,4-year,Divorced,Full-time,Rent,"$40,000 - $49,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21234.0,Yes,Very liberal,Most of the time,Roman Catholic,Never,No,Not at all important,Seldom,2024-10-24T23:22:29.838,2024-10-24T23:31:13.054
1898398368.0,0.687742709240614,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Never heard,Somewhat favorable,Somewhat favorable,No opinion,Somewhat unfavorable,Other,Democracy,Very enthusiastic,Abortion should be legal and generally available,Excellent,About the same as a year ago,Never,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,60.0,Three of these statements,not asked,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Not sure,Israelis,Strongly favor,Somewhat favor,not asked,1946.0,Male,White,No,Post-grad,Married,Retired,Own,Prefer not to say,No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20816.0,Yes,Liberal,Most of the time,Jewish,Seldom,No,Not too important,Never,2024-10-24T22:47:25.062,2024-10-24T23:31:45.328
1897943732.0,1.35903816855193,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,No opinion,Somewhat unfavorable,No opinion,Very unfavorable,Immigration,__NA__,Very enthusiastic,"Abortion should not be legal at all, with no exceptions",Fair,Worse off than a year ago,Occasionally,don't know,23.0,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,Not sure/prefer not to answer,don't know,not asked,Three of these statements,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,They should not be paid at all,Israelis,Neither favor nor oppose,Strongly favor,Suburban area,1976.0,Female,White,No,2-year,Widowed,Part-time,Own,"$30,000 - $39,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,21029.0,Yes,Conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2024-10-24T23:20:26.022,2024-10-24T23:34:59.608
1897943704.0,0.498224524207276,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,No opinion,Somewhat favorable,US Supreme court appointments,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,don't know,5.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,Three of these statements,not asked,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Somewhat favor,Somewhat oppose,Suburban area,1982.0,Male,White,No,Post-grad,Married,Full-time,Own,"$200,000 - $249,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21078.0,Yes,Liberal,Some of the time,Roman Catholic,Never,No,Not at all important,Never,2024-10-24T23:32:08.227,2024-10-24T23:37:17.216
1898385432.0,0.526078233159367,Yes,Very likely,Question25a,Question30 first,Kamala Harris (Democrat),Undecided,Yes,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Never heard,Never heard,No opinion,Somewhat favorable,Never heard,Very unfavorable,The economy/inflation,__NA__,Not too enthusiastic,Abortion should be legal and generally available,Poor,Worse off than a year ago,Frequently,10.0,5.0,not selected,selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,No,40.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Palestinians,Somewhat favor,Somewhat oppose,Small town,1988.0,Female,White,No,High school graduate,Never married,Part-time,Rent,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,21078.0,Yes,Liberal,Some of the time,Atheist,Never,No,Not at all important,Seldom,2024-10-24T23:30:42.809,2024-10-24T23:37:14.952
1898065494.0,0.498789755636994,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,No opinion,Very favorable,Somewhat favorable,Never heard,Very favorable,Other,Normalize civility again,Not too enthusiastic,Abortion should be legal with accessibility restrictions,Fair,About the same as a year ago,Occasionally,10.0,10.0,selected,selected,selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,No,100.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Not sure,Palestinians,Strongly favor,Neither favor nor oppose,Small town,1966.0,Female,White,No,4-year,Never married,Part-time,Rent,"$20,000 - $29,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,21157.0,Yes,Liberal,Some of the time,Nothing in particular,A few times a year,No,Somewhat important,A few times a week,2024-10-24T23:28:21.957,2024-10-24T23:38:55.516
1898431558.0,1.52675162832222,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,No opinion,Somewhat favorable,No opinion,Somewhat favorable,Healthcare,__NA__,Somewhat enthusiastic,Abortion should be legal with accessibility restrictions,Fair,About the same as a year ago,Occasionally,9.0,0.0,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,No,90.0,Three of these statements,not asked,not selected,selected,selected,selected,selected,selected,selected,not selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Not sure/No Opinion,Strongly oppose,Strongly oppose,Big city,1979.0,Female,Black,No,High school graduate,Never married,Permanently disabled,Rent,"$20,000 - $29,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,21231.0,Yes,Very liberal,Only now and then,Nothing in particular,Seldom,No,Not at all important,Once a day,2024-10-24T23:34:35.107,2024-10-24T23:45:34.948
1898302442.0,0.410236845395257,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Never heard,Very unfavorable,Somewhat unfavorable,Never heard,Very unfavorable,Healthcare,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Poor,Worse off than a year ago,Frequently,15.0,15.0,not selected,selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,Not sure/prefer not to answer,0.0,not asked,Four of these statements,selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,They should not be paid at all,Israelis,Strongly oppose,Somewhat favor,Suburban area,1977.0,Male,Other,No,4-year,Never married,Other,Rent,"$10,000 - $19,999",No,Republican,Strong Republican,Other,Donald Trump,Maryland,20852.0,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,2024-10-24T23:29:06.007,2024-10-24T23:45:35.833
1898169498.0,0.590696985292131,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,Better off than a year ago,Rarely,5.0,5.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,80.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat oppose,Rural area,1960.0,Female,White,No,Post-grad,Married,Retired,Own,"$100,000 - $119,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21722.0,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Somewhat important,A few times a week,2024-10-24T23:38:46.065,2024-10-24T23:48:51.636
1897354136.0,0.506637231846247,Yes,Almost certain,Question25b,Question29 first,Other,Larry Hogan (Republican),Yes,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Never heard,Very unfavorable,Very favorable,No opinion,No opinion,The economy/inflation,__NA__,Somewhat enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Fair,About the same as a year ago,Occasionally,don't know,don't know,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,62.0,not asked,Four of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Not sure,Israelis,Somewhat oppose,Strongly favor,Small town,1977.0,Male,White,No,Some college,Domestic / civil partnership,Permanently disabled,Rent,"$60,000 - $69,999",No,Independent,Independent,Donald Trump,Other,Maryland,21532.0,Yes,Moderate,Some of the time,Nothing in particular,Seldom,No,Not at all important,Don't know,2024-10-24T23:35:49.829,2024-10-24T23:50:11.941
1898457694.0,1.09300964748839,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,No opinion,No opinion,The economy/inflation,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Not sure/prefer not to say,About the same as a year ago,Never,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,89.0,not asked,Two of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should not be paid at all,Not sure/No Opinion,Somewhat oppose,Somewhat favor,Suburban area,1964.0,Female,Black,No,4-year,Never married,Retired,Own,Prefer not to say,No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,21784.0,Yes,Moderate,Most of the time,Something else,More than once a week,Yes,Very important,Several times a day,2024-10-24T23:42:44.005,2024-10-25T00:00:14.303
1898492728.0,2.1689446682541,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,No opinion,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Immigration,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Good,About the same as a year ago,Occasionally,1.0,1.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,No,2.0,not asked,Four of these statements,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Strongly oppose,Strongly favor,Rural area,1956.0,Female,White,No,High school graduate,Married,Retired,Own,"$100,000 - $119,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,21911.0,Yes,Conservative,Most of the time,Protestant,A few times a year,No,Somewhat important,Several times a day,2024-10-25T00:01:45.696,2024-10-25T00:07:30.923
1898484674.0,0.937402427386012,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,No opinion,Very favorable,Very favorable,No opinion,Very favorable,Racial and ethnic inequality,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Rarely,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,Three of these statements,not asked,selected,selected,selected,not selected,selected,selected,not selected,not selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Neither favor nor oppose,Neither favor nor oppose,Suburban area,1959.0,Female,Black,No,2-year,Married,Retired,Own,Prefer not to say,No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20715.0,Yes,Liberal,Most of the time,Protestant,Seldom,No,Somewhat important,A few times a week,2024-10-24T23:57:18.791,2024-10-25T00:10:42.070
1898338494.0,0.263529624832644,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Never heard,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Never,20.0,50.0,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,No,81.0,Three of these statements,not asked,not selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat oppose,Suburban area,1946.0,Female,Black,No,4-year,Divorced,Retired,Rent,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20747.0,Yes,Liberal,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2024-10-24T23:51:46.027,2024-10-25T00:10:58.071
1897230920.0,0.590696985292131,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Healthcare,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Rarely,23.0,6.0,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,93.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Strongly favor,Somewhat favor,Suburban area,1960.0,Female,White,No,Post-grad,Domestic / civil partnership,Full-time,Own,"$80,000 - $99,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Maryland,21030.0,Yes,Liberal,Most of the time,Roman Catholic,Seldom,No,Not too important,Seldom,2024-10-25T00:03:24.393,2024-10-25T00:14:17.429
1897718898.0,1.21965402667774,Yes,Very likely,Question25a,Question29 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,No opinion,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,The economy/inflation,__NA__,Somewhat enthusiastic,Abortion should be legal with accessibility restrictions,Fair,About the same as a year ago,Occasionally,59.0,50.0,selected,selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,No,60.0,Three of these statements,not asked,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Somewhat favor,Somewhat favor,Suburban area,1973.0,Female,White,No,Some college,Married,Part-time,Own,"$70,000 - $79,999",No,Republican,Not very strong Republican,Did not vote for President,Did not vote for President,Maryland,21037.0,Yes,Moderate,Some of the time,Roman Catholic,Never,Yes,Very important,Several times a day,2024-10-25T00:09:34.779,2024-10-25T00:17:23.483
1897943684.0,0.497505028731842,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,No opinion,Somewhat unfavorable,Somewhat favorable,Never heard,Somewhat favorable,No opinion,Never heard,Somewhat favorable,Climate,__NA__,Not too enthusiastic,Abortion should be legal with accessibility restrictions,Good,About the same as a year ago,Never,1.0,don't know,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,No,80.0,not asked,Four of these statements,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Palestinians,Strongly favor,Strongly oppose,Suburban area,1993.0,Female,White,No,Post-grad,Never married,Full-time,Own,"$70,000 - $79,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,20906.0,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2024-10-25T00:14:03.216,2024-10-25T00:22:30.939
1897172752.0,1.25061932469161,Yes,Very likely,Question25a,Question29 first,Undecided,Larry Hogan (Republican),No,Somewhat unfavorable,Somewhat favorable,No opinion,Somewhat favorable,Somewhat favorable,No opinion,Somewhat unfavorable,Very favorable,Never heard,No opinion,Foreign policy,__NA__,Not too enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Fair,Worse off than a year ago,Never,37.0,40.0,not selected,selected,selected,selected,not selected,selected,selected,not selected,not selected,not selected,No,90.0,Three of these statements,not asked,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Somewhat favor,Strongly favor,Suburban area,1964.0,Male,White,No,4-year,Married,Retired,Own,"$120,000 - $149,999",No,Independent,Independent,Donald Trump,Donald Trump,Maryland,21114.0,Yes,Moderate,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Once a day,2024-10-25T00:16:08.493,2024-10-25T00:23:53.371
